movie_genres,movie_id,movie_title,poster_url,movie_url
[7],1541,"Beans of Egypt, Maine, The (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BYjNkYWQyOTctMzNkMC00Mzg4LTg2ODAtNDU5YjFiYTVhY2Q4XkEyXkFqcGdeQXVyMzU0NzkwMDg@..jpg,http://www.imdb.com/title/tt0109226/?ref_=fn_al_tt_1
[ 7 12],543,"Misérables, Les (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NzgyNTk0N15BMl5BanBnXkFtZTYwNjk4MDU5..jpg,http://www.imdb.com/title/tt0113828/?ref_=fn_al_tt_1
[4],1479,Reckless (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODEzNDktM2U1ZC00MjhiLWEyMTgtNmI2NGM0ZWE3MTE2XkEyXkFqcGdeQXVyNjExODE1MDc@..jpg,http://www.imdb.com/title/tt0114241/?ref_=fn_al_tt_1
[7],1518,Losing Isaiah (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NjM0MTExMl5BMl5BanBnXkFtZTcwNjY4MjEyMQ@@..jpg,http://www.imdb.com/title/tt0113691/?ref_=fn_al_tt_1
[7],1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",https://images-na.ssl-images-amazon.com/images/M/MV5BZjJhN2ZmYTctOTFlZS00NGIxLThkMjYtZDRiZTUyY2NkZGY4XkEyXkFqcGdeQXVyMzQ1MTM3NjY@..jpg,http://www.imdb.com/title/tt0051980/?ref_=fn_al_tt_1
[ 4 10],637,"Howling, The (1981)",https://images-na.ssl-images-amazon.com/images/M/MV5BZTcwZmIyNjAtMWM4Yy00YzE1LTk5YzQtNjVlY2IxNzMwNzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0082533/?ref_=fn_al_tt_1
[7],896,"Sweet Hereafter, The (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BMGI0ZDg1MDctMWQyNC00NWM0LThkZDctMDI0MDUxODcyZjdhXkEyXkFqcGdeQXVyMjYwNDA2MDE@..jpg,http://www.imdb.com/title/tt5728946/?ref_=fn_al_tt_1
[7],1405,Boy's Life 2 (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMTg5NDgwMV5BMl5BanBnXkFtZTcwNzA4NzgxMQ@@..jpg,http://www.imdb.com/title/tt0118762/?ref_=fn_al_tt_1
[10],447,Carrie (1976),https://images-na.ssl-images-amazon.com/images/M/MV5BMTlhNmVkZGUtNjdjOC00YWY3LTljZWQtMTY1YWFhNGYwNDQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0074285/?ref_=fn_al_tt_1
[ 4 12],629,Victor/Victoria (1982),https://images-na.ssl-images-amazon.com/images/M/MV5BOTdmYmNmMGUtNTE4Mi00OWE2LWI5MTItYzZkN2RlNTMyYzg0XkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,http://www.imdb.com/title/tt0084865/?ref_=fn_al_tt_1
[15],760,Screamers (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0114367/?ref_=fn_al_tt_1
[7],920,Two Bits (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@..jpg,http://www.imdb.com/title/tt0114753/?ref_=fn_al_tt_1
[4],1527,Senseless (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BNTMzY2YzYTEtNWNmMi00Yzk4LTkwZWItYmM0MDY4ZTkzYzhjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0120820/?ref_=fn_al_tt_1
[7],981,Dangerous Ground (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BNzcxNzAwNjI3NF5BMl5BanBnXkFtZTcwMTAzMDYyMQ@@..jpg,http://www.imdb.com/title/tt0118927/?ref_=fn_al_tt_1
[4],1093,Live Nude Girls (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMzEwMTQxN15BMl5BanBnXkFtZTcwMjI2NjY0MQ@@..jpg,http://www.imdb.com/title/tt0113674/?ref_=fn_al_tt_1
[7],1323,"Wooden Man's Bride, The (Wu Kui) (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4ODk3NzMxNF5BMl5BanBnXkFtZTcwMTUwODUyMQ@@..jpg,http://www.imdb.com/title/tt0111752/?ref_=fn_al_tt_1
[ 7 18],647,Ran (1985),https://images-na.ssl-images-amazon.com/images/M/MV5BNTEyNjg0MDM4OF5BMl5BanBnXkFtZTgwODI0NjUxODE@..jpg,http://www.imdb.com/title/tt0089881/?ref_=fn_al_tt_1
[4 7],1588,Salut cousin! (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4OTMzNjk5Ml5BMl5BanBnXkFtZTcwMjE1MTMyMQ@@..jpg,http://www.imdb.com/title/tt0117544/?ref_=fn_al_tt_1
[4 7],1165,Big Bully (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BYzAzMmUyNTYtNTQ4Yi00ZDJmLTliMTAtOTFlY2U0ODNiMGNmXkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,http://www.imdb.com/title/tt0115676/?ref_=fn_al_tt_1
[15],434,Forbidden Planet (1956),https://images-na.ssl-images-amazon.com/images/M/MV5BOTdmODZkNmQtYjU4Mi00MTcyLTg5YmEtNmVjMWU1M2Y5NzgyXkEyXkFqcGdeQXVyNDYyMDk5MTU@..jpg,http://www.imdb.com/title/tt0049223/?ref_=fn_al_tt_1
[7],136,Mr. Smith Goes to Washington (1939),https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@..jpg,http://www.imdb.com/title/tt0031679/?ref_=fn_al_tt_1
[ 7 18],180,Apocalypse Now (1979),https://images-na.ssl-images-amazon.com/images/M/MV5BMDg1MDgzMmQtNDhlYS00MzZiLTllZGItNzliZTE1ODBiZDQwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,http://www.imdb.com/title/tt0078788/?ref_=fn_al_tt_1
[7],614,Giant (1956),https://images-na.ssl-images-amazon.com/images/M/MV5BYWQ3ZmZhMmQtODQyMS00Y2Q0LThlOTAtM2NiMDMyNDdlYmQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0049261/?ref_=fn_al_tt_1
[7],1328,Of Love and Shadows (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTMxMjk4OV5BMl5BanBnXkFtZTcwMzUzODkyMQ@@..jpg,http://www.imdb.com/title/tt0110712/?ref_=fn_al_tt_1
[5 7],56,Pulp Fiction (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMTA5OTAzMl5BMl5BanBnXkFtZTgwNjA5MDc3NjE@..jpg,http://www.imdb.com/title/tt0110912/?ref_=fn_al_tt_1
[ 0 16],144,Die Hard (1988),https://images-na.ssl-images-amazon.com/images/M/MV5BYmY2ZGEwMTYtNjBmZS00OGE4LWEyMmUtNjAwMWUxZjVmZTRiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,http://www.imdb.com/title/tt0095016/?ref_=fn_al_tt_1
[ 0  1  7 14],720,First Knight (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BOGUyZmJmM2MtMDNlZC00ZDU0LWIwODQtNGFmOWJjZjk5ZThhXkEyXkFqcGdeQXVyNjUwNzk3NDc@..jpg,http://www.imdb.com/title/tt0113071/?ref_=fn_al_tt_1
[0 1 4 5],29,Batman Forever (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNWY3M2I0YzItNzA1ZS00MzE3LThlYTEtMTg2YjNiOTYzODQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0112462/?ref_=fn_al_tt_1
[4],1494,"Mostro, Il (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2ODAwNDc2NF5BMl5BanBnXkFtZTcwMDMyMzIyMQ@@..jpg,http://www.imdb.com/title/tt0110570/?ref_=fn_al_tt_1
[7],1583,"Invitation, The (Zaproszenie) (1986)",https://images-na.ssl-images-amazon.com/images/M/MV5BN2E3NjIwM2EtNzI3Zi00ZWMwLTliZjgtOWY1N2VlODQ0NjcyXkEyXkFqcGdeQXVyNjIxMzk1NA@@..jpg,http://www.imdb.com/title/tt0092281/?ref_=fn_al_tt_1
[1 3 4],151,Willy Wonka and the Chocolate Factory (1971),https://images-na.ssl-images-amazon.com/images/M/MV5BYzEyZjQ4NTAtZWIxYy00M2NhLWI5N2EtNmYyNWEzOGE1OTU2XkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,http://www.imdb.com/title/tt0067992/?ref_=fn_al_tt_1
[ 4 16],992,Head Above Water (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMzc3MzAzNDA3OV5BMl5BanBnXkFtZTgwODU0NTY1OTE@..jpg,http://www.imdb.com/title/tt0116502/?ref_=fn_al_tt_1
[4],290,Fierce Creatures (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BNzllMGM5ZjItZTlmZi00OGU5LTlmZWQtZWVkNDM2MjEzMzZhXkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,http://www.imdb.com/title/tt0119115/?ref_=fn_al_tt_1
[ 0  1  4 10],201,Evil Dead II (1987),https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4Nzg5MjMwNzFeQTJeQWpwZ15BbWU4MDA2NDg4MDcx..jpg,http://www.imdb.com/title/tt0092991/?ref_=fn_al_tt_1
[0 1 5],254,Batman & Robin (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ5YTM1NmMtYmIxYy00N2VmLWJhZTYtN2EwYTY3MWFhOTczXkEyXkFqcGdeQXVyNTA2NTI0MTY@..jpg,http://www.imdb.com/title/tt0118688/?ref_=fn_al_tt_1
[4 7],65,What's Eating Gilbert Grape (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0108550/?ref_=fn_al_tt_1
[1 4 7],655,Stand by Me (1986),https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxODliZDYtMGMyYy00ZDQzLTgzOTMtMWY5YWEyNTBhNzk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0092005/?ref_=fn_al_tt_1
[ 7 10],784,Beyond Bedlam (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMDkzNTg0OF5BMl5BanBnXkFtZTcwMzk2NTAyMQ@@..jpg,http://www.imdb.com/title/tt0106402/?ref_=fn_al_tt_1
[4],1114,Faithful (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BOWQzNGIxNmMtNjhjMS00Njc5LWI1N2MtODczZDEyYjI2M2Q4XkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,http://www.imdb.com/title/tt0116269/?ref_=fn_al_tt_1
[7],980,Mother Night (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMDA0OGI4ODctMzRkOC00NzI0LWEyZmYtODU1NmM5MzYxOWYwXkEyXkFqcGdeQXVyNjQzNDI3NzY@..jpg,http://www.imdb.com/title/tt0117093/?ref_=fn_al_tt_1
[2 3],1409,"Swan Princess, The (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MjA1ODA5MV5BMl5BanBnXkFtZTcwMTQ4MTUyMQ@@..jpg,http://www.imdb.com/title/tt0149215/?ref_=fn_al_tt_1
[7],262,In the Company of Men (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BYmFiZTI1MDUtNGYyMi00ZTRkLWE1Y2UtZWY0ZDZiZTBiMjRmXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,http://www.imdb.com/title/tt0119361/?ref_=fn_al_tt_1
[ 7 14],283,Emma (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BNmRiODUwODgtYzQ4Yi00ZDc4LWFkNWItZTNhMzUyNjQwMzJmXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,http://www.imdb.com/title/tt0116191/?ref_=fn_al_tt_1
[ 7 14],903,Afterglow (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BYjVlYjYzNzktYjA4Ny00ZTk2LTlmNTUtYTI5OTZkOTE2YzU4XkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,http://www.imdb.com/title/tt0118566/?ref_=fn_al_tt_1
[7],1389,Mondo (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BZWJlMWM4MzktZjhhOC00NmJmLTlhZmQtZmUxN2VkYTA2ODFmXkEyXkFqcGdeQXVyMTk5MjAyMjM@..jpg,http://www.imdb.com/title/tt0118163/?ref_=fn_al_tt_1
[ 0  5 16],1139,Hackers (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BODg0NjQ5ODQ3OF5BMl5BanBnXkFtZTcwNjU4MjkzNA@@..jpg,http://www.imdb.com/title/tt0113243/?ref_=fn_al_tt_1
[3 7],626,So Dear to My Heart (1949),https://images-na.ssl-images-amazon.com/images/M/MV5BZTIwYTg5NjctMjM3Yi00YjYwLWE1YTAtZWQyNjRmNzE1ZDE3XkEyXkFqcGdeQXVyNjEwMTA0NTc@..jpg,http://www.imdb.com/title/tt0041890/?ref_=fn_al_tt_1
[ 3  4 12],91,"Nightmare Before Christmas, The (1993)",https://images-na.ssl-images-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@..jpg,http://www.imdb.com/title/tt0107688/?ref_=fn_al_tt_1
[13 16],291,Absolute Power (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BNDFlNTZmOGYtYmE0ZC00OTE4LWI5YzctNmZmZDU3M2ZiMmI4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0118548/?ref_=fn_al_tt_1
[ 0  1 15],82,Jurassic Park (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@..jpg,http://www.imdb.com/title/tt0107290/?ref_=fn_al_tt_1
[ 0  1 15],380,Star Trek: Generations (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BNjFiMzc4YzAtNGMzYS00NjI0LWJhYTYtN2JiOTI2ODczYzE3XkEyXkFqcGdeQXVyNTUyMzE4Mzg@..jpg,http://www.imdb.com/title/tt0111280/?ref_=fn_al_tt_1
[0 3],1415,"Next Karate Kid, The (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BYzQwOTVkZmQtMDMwNS00ZTQzLTlkODUtOWI0NDZkMjYxNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0110657/?ref_=fn_al_tt_1
[19],1454,Angel and the Badman (1947),https://images-na.ssl-images-amazon.com/images/M/MV5BYWI1NzdhYTMtZGE2ZS00ZjJjLThmZWQtNjY4ODcxNWM2YjQ3XkEyXkFqcGdeQXVyMTI1NDQ4NQ@@..jpg,http://www.imdb.com/title/tt0039152/?ref_=fn_al_tt_1
[ 0 16],752,"Replacement Killers, The (1998)",https://images-na.ssl-images-amazon.com/images/M/MV5BYmM5YmI0NzYtNDViNi00MzIwLWJhOGUtZTJmMmY5ZmUzZmQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0120008/?ref_=fn_al_tt_1
[4],1463,"Boys, Les (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BN2YzZWYxZTgtNzFjMy00ODg3LWJhYjItMWRkZTk0MDliYTBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0118804/?ref_=fn_al_tt_1
[ 9 13 16],1313,Palmetto (1998),https://images-na.ssl-images-amazon.com/images/M/MV5BZGE2MDU2ZmEtYWY0MC00ZDc1LWJmZTItMDFkZmYzYmViODZkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@..jpg,http://www.imdb.com/title/tt0120782/?ref_=fn_al_tt_1
[ 7 14],1315,Inventing the Abbotts (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2Mjk5MzEzMF5BMl5BanBnXkFtZTcwNzY4NzgxMQ@@..jpg,http://www.imdb.com/title/tt0119381/?ref_=fn_al_tt_1
[7],960,Naked (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3Y2I4NjAtMDQyZS00ZGJhLWEwMzgtODBiNzE5Zjc1Nzk1L2ltYWdlXkEyXkFqcGdeQXVyNTc2MDU0NDE@..jpg,http://www.imdb.com/title/tt0107653/?ref_=fn_al_tt_1
[4],1179,Man of the House (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BOGE3MDZhMWYtYmZiMC00N2QwLWI1YTAtNjkwN2MxODU0NGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0113755/?ref_=fn_al_tt_1
[ 0  1 15],230,Star Trek IV: The Voyage Home (1986),https://images-na.ssl-images-amazon.com/images/M/MV5BMGY2MDE2MGQtMjczYi00YTdhLWIzNzktNDk2NzMzZmYwMTJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0092007/?ref_=fn_al_tt_1
[ 0 14 16],1089,Speed 2: Cruise Control (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BOTRlOTQ0MzItZjUwYi00MDkwLWIwYTctZTgyNGY3OGQwZWViXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0120179/?ref_=fn_al_tt_1
[7],496,It's a Wonderful Life (1946),https://images-na.ssl-images-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@..jpg,http://www.imdb.com/title/tt0038650/?ref_=fn_al_tt_1
[7],1320,Homage (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMjU0MjkwM15BMl5BanBnXkFtZTcwMDAzOTIyMQ@@..jpg,http://www.imdb.com/title/tt0113319/?ref_=fn_al_tt_1
[4],1504,"Bewegte Mann, Der (1994)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MzYwMDY5OV5BMl5BanBnXkFtZTYwNDc3Mjk5..jpg,http://www.imdb.com/title/tt0109255/?ref_=fn_al_tt_1
